label,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,S46,S47,S48,S49,S50,S51,S52,S53,S54,S55,S56,S57,S58,S59,S60,S61,S62,S63,S64,S65,S66,S67,S68,S69,S70,S71,S72,S73,S74,S75,S76,S77,S78,S79,S80,S81,S82,S83,S84,S85,S86,S87,S88,S89,S90,S91,S92,S93
2,0.23,0.33,0.04,0.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.27,0.26,0.27,0.13,0.08,0.01,0.00,0.20,0.40,0.00,0.00,0.41,0.00,0.00,0.00,0.00,0.00,0.28,7.60,1.38,42.44,41.30,33.05,2.89,2.39,4.38,0.22,0.20,0.32,0.47,0.45,0.57,0.33,0.46,0.46,0.46,0.46,0.46,0.46,0.45,0.45,0.44,0.44,0.43,0.43,0.38,0.54,0.54,0.53,0.53,0.53,0.53,0.52,0.52,0.51,0.51,0.50,0.50,0.35,0.50,0.49,0.49,0.49,0.49,0.49,0.48,0.48,0.47,0.47,0.46,0.46,-0.18,0.88,0.01,-0.76,0.90,-0.78,9.76,1600
2,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,4.07,4.63,6.82,33.86,36.04,32.33,0.04,0.03,0.04,0.00,0.00,0.00,0.06,0.05,0.06,0.22,0.31,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.29,0.29,0.29,0.28,0.23,0.33,0.33,0.33,0.33,0.33,0.33,0.32,0.32,0.32,0.31,0.31,0.31,0.29,0.41,0.41,0.41,0.41,0.41,0.40,0.40,0.40,0.39,0.39,0.39,0.38,1.00,1.00,1.00,0.58,-0.73,-0.69,9.20,1600
2,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,4.14,4.66,6.76,34.91,37.65,33.33,0.04,0.04,0.04,0.00,0.00,0.00,0.06,0.06,0.06,0.22,0.31,0.31,0.31,0.30,0.30,0.30,0.30,0.30,0.29,0.29,0.29,0.28,0.24,0.33,0.33,0.33,0.33,0.33,0.33,0.32,0.32,0.32,0.32,0.31,0.31,0.29,0.41,0.41,0.41,0.41,0.40,0.40,0.40,0.40,0.39,0.39,0.38,0.38,1.00,1.00,1.00,0.21,-0.41,-0.70,9.20,1600
2,0.00,0.00,0.00,1.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,4.27,4.39,6.84,38.98,35.64,36.35,0.15,0.26,0.09,0.01,0.02,0.01,0.11,0.14,0.09,0.23,0.32,0.32,0.32,0.32,0.32,0.32,0.31,0.31,0.31,0.31,0.30,0.30,0.23,0.33,0.33,0.33,0.33,0.33,0.32,0.32,0.32,0.32,0.31,0.31,0.30,0.29,0.41,0.41,0.41,0.41,0.41,0.41,0.40,0.40,0.40,0.39,0.39,0.38,1.00,1.00,1.00,-0.58,0.24,-0.72,9.19,1600
2,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,4.42,4.17,6.87,37.88,36.23,35.37,0.03,0.03,0.04,0.00,0.00,0.00,0.05,0.05,0.06,0.23,0.32,0.32,0.32,0.32,0.32,0.32,0.31,0.31,0.31,0.30,0.30,0.30,0.22,0.31,0.31,0.31,0.31,0.31,0.30,0.30,0.30,0.30,0.29,0.29,0.29,0.29,0.41,0.41,0.41,0.41,0.41,0.40,0.40,0.40,0.40,0.39,0.39,0.38,1.00,1.00,1.00,0.39,-0.45,-0.70,9.17,1600
2,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,4.42,4.16,6.88,34.39,33.62,31.97,0.03,0.03,0.04,0.00,0.00,0.00,0.05,0.05,0.06,0.23,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.31,0.31,0.31,0.30,0.30,0.22,0.31,0.31,0.31,0.31,0.31,0.31,0.30,0.30,0.30,0.29,0.29,0.29,0.29,0.41,0.41,0.41,0.41,0.41,0.40,0.40,0.40,0.39,0.39,0.39,0.38,1.00,1.00,1.00,0.71,-0.69,-0.70,9.18,1600
2,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,4.42,4.17,6.87,34.29,32.93,34.64,0.03,0.03,0.04,0.00,0.00,0.00,0.05,0.05,0.06,0.23,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.31,0.31,0.31,0.30,0.30,0.22,0.31,0.31,0.31,0.31,0.31,0.31,0.30,0.30,0.30,0.30,0.29,0.29,0.29,0.41,0.41,0.41,0.41,0.41,0.40,0.40,0.40,0.39,0.39,0.38,0.38,1.00,1.00,1.00,0.69,-0.69,-0.78,9.17,1600
2,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,4.43,4.17,6.86,38.60,34.82,34.56,0.03,0.03,0.04,0.00,0.00,0.00,0.05,0.05,0.06,0.23,0.32,0.32,0.32,0.32,0.32,0.32,0.31,0.31,0.31,0.30,0.30,0.30,0.22,0.31,0.31,0.31,0.31,0.31,0.30,0.30,0.30,0.30,0.29,0.29,0.29,0.29,0.41,0.41,0.41,0.41,0.41,0.41,0.40,0.40,0.40,0.39,0.39,0.38,1.00,1.00,1.00,0.70,-0.66,-0.68,9.17,1600
2,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,4.42,4.17,6.87,36.30,36.60,36.23,0.03,0.03,0.04,0.00,0.00,0.00,0.05,0.05,0.06,0.23,0.32,0.32,0.32,0.32,0.32,0.32,0.31,0.31,0.31,0.31,0.30,0.30,0.22,0.31,0.31,0.31,0.31,0.31,0.31,0.30,0.30,0.30,0.29,0.29,0.29,0.29,0.41,0.41,0.41,0.41,0.41,0.40,0.40,0.40,0.40,0.39,0.39,0.38,1.00,1.00,1.00,0.63,-0.62,-0.72,9.17,1600
2,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,4.42,4.17,6.87,35.27,36.11,34.81,0.03,0.03,0.04,0.00,0.00,0.00,0.05,0.05,0.05,0.23,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.31,0.31,0.31,0.30,0.30,0.22,0.31,0.31,0.31,0.31,0.31,0.31,0.30,0.30,0.30,0.30,0.29,0.29,0.29,0.41,0.41,0.41,0.41,0.41,0.40,0.40,0.40,0.39,0.39,0.39,0.38,1.00,1.00,1.00,0.71,-0.62,-0.66,9.17,1600
2,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,4.41,4.17,6.88,36.30,40.83,35.45,0.03,0.03,0.03,0.00,0.00,0.00,0.05,0.05,0.06,0.23,0.32,0.32,0.32,0.32,0.32,0.31,0.31,0.31,0.31,0.30,0.30,0.30,0.22,0.31,0.31,0.31,0.31,0.31,0.30,0.30,0.30,0.30,0.29,0.29,0.29,0.29,0.41,0.41,0.41,0.41,0.41,0.41,0.40,0.40,0.40,0.39,0.39,0.38,1.00,1.00,1.00,0.72,-0.68,-0.71,9.17,1600
2,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,4.42,4.17,6.87,31.45,33.39,31.64,0.03,0.03,0.03,0.00,0.00,0.00,0.05,0.05,0.06,0.23,0.32,0.32,0.32,0.32,0.32,0.32,0.31,0.31,0.31,0.30,0.30,0.30,0.22,0.31,0.31,0.31,0.31,0.30,0.30,0.30,0.30,0.30,0.29,0.29,0.29,0.29,0.41,0.41,0.41,0.41,0.41,0.41,0.40,0.40,0.40,0.39,0.39,0.38,1.00,1.00,1.00,0.67,-0.60,-0.61,9.18,1600
2,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,4.42,4.17,6.87,30.98,34.39,32.93,0.02,0.02,0.03,0.00,0.00,0.00,0.04,0.05,0.05,0.23,0.32,0.32,0.32,0.32,0.32,0.32,0.31,0.31,0.31,0.31,0.30,0.30,0.22,0.31,0.31,0.31,0.31,0.31,0.30,0.30,0.30,0.30,0.29,0.29,0.29,0.29,0.41,0.41,0.41,0.41,0.41,0.41,0.40,0.40,0.40,0.39,0.39,0.38,1.00,1.00,1.00,0.63,-0.59,-0.56,9.17,1600
2,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.91,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,4.25,4.44,6.81,35.66,34.21,33.62,0.22,0.29,0.13,0.02,0.03,0.01,0.15,0.17,0.12,0.24,0.34,0.34,0.34,0.33,0.33,0.33,0.33,0.33,0.32,0.32,0.32,0.31,0.23,0.33,0.32,0.32,0.32,0.32,0.32,0.32,0.31,0.31,0.31,0.30,0.30,0.30,0.42,0.42,0.42,0.41,0.41,0.41,0.41,0.40,0.40,0.40,0.39,0.39,0.99,1.00,0.99,-0.55,0.06,-0.59,9.19,1600
2,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,4.36,4.34,6.81,37.06,33.05,35.96,0.03,0.03,0.04,0.00,0.00,0.00,0.05,0.05,0.06,0.23,0.32,0.32,0.32,0.32,0.31,0.31,0.31,0.31,0.31,0.30,0.30,0.29,0.23,0.32,0.32,0.32,0.32,0.31,0.31,0.31,0.31,0.31,0.30,0.30,0.29,0.29,0.41,0.41,0.41,0.41,0.40,0.40,0.40,0.40,0.39,0.39,0.38,0.38,1.00,1.00,1.00,0.54,-0.51,-0.58,9.18,1600
2,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,4.36,4.33,6.82,41.28,35.27,32.13,0.03,0.03,0.03,0.00,0.00,0.00,0.05,0.05,0.05,0.23,0.32,0.32,0.32,0.32,0.32,0.31,0.31,0.31,0.31,0.30,0.30,0.30,0.23,0.32,0.32,0.32,0.32,0.31,0.31,0.31,0.31,0.30,0.30,0.30,0.29,0.29,0.41,0.41,0.41,0.41,0.41,0.40,0.40,0.40,0.39,0.39,0.38,0.38,1.00,1.00,1.00,0.52,-0.49,-0.69,9.18,1600
2,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,4.36,4.33,6.82,33.22,34.64,35.00,0.02,0.03,0.03,0.00,0.00,0.00,0.04,0.05,0.05,0.23,0.32,0.32,0.32,0.32,0.32,0.31,0.31,0.31,0.31,0.30,0.30,0.30,0.23,0.32,0.32,0.32,0.32,0.31,0.31,0.31,0.31,0.31,0.30,0.30,0.29,0.29,0.41,0.41,0.41,0.41,0.41,0.40,0.40,0.40,0.39,0.39,0.38,0.38,1.00,1.00,1.00,0.41,-0.50,-0.55,9.18,1600
2,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,4.37,4.34,6.81,35.37,33.22,34.82,0.02,0.02,0.03,0.00,0.00,0.00,0.04,0.05,0.05,0.23,0.32,0.32,0.32,0.32,0.32,0.31,0.31,0.31,0.31,0.30,0.30,0.30,0.23,0.32,0.32,0.32,0.32,0.31,0.31,0.31,0.31,0.31,0.30,0.30,0.29,0.29,0.41,0.41,0.41,0.41,0.41,0.40,0.40,0.40,0.39,0.39,0.39,0.38,1.00,1.00,1.00,0.59,-0.63,-0.67,9.18,1600
3,0.00,0.55,0.00,0.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.46,0.00,0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.55,0.00,0.46,0.00,0.00,0.00,0.00,0.00,0.76,7.16,3.47,34.91,34.82,37.65,3.28,2.57,3.04,0.23,0.18,0.22,0.48,0.43,0.46,0.26,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.35,0.35,0.35,0.34,0.34,0.32,0.45,0.45,0.44,0.44,0.44,0.44,0.44,0.43,0.43,0.42,0.42,0.41,0.28,0.39,0.39,0.39,0.39,0.39,0.39,0.38,0.38,0.38,0.37,0.37,0.36,-0.12,0.81,0.48,-1.00,1.00,-1.00,9.52,1600
3,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.26,9.52,0.63,34.11,32.71,38.78,0.05,0.02,0.05,0.00,0.00,0.00,0.06,0.04,0.06,0.13,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.34,0.48,0.48,0.48,0.47,0.47,0.47,0.47,0.46,0.46,0.45,0.45,0.44,-0.05,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-1.00,-0.99,1.00,0.15,0.62,-0.16,9.81,1600
3,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.26,9.52,0.64,36.23,32.03,38.80,0.04,0.02,0.06,0.00,0.00,0.01,0.06,0.05,0.07,0.14,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.34,0.48,0.48,0.48,0.47,0.47,0.47,0.47,0.46,0.46,0.45,0.45,0.44,-0.04,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-1.00,-0.99,0.99,0.00,0.56,-0.22,9.80,1600
3,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.33,9.50,0.68,41.96,34.82,38.00,0.04,0.02,0.06,0.00,0.00,0.00,0.06,0.04,0.07,0.14,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.34,0.48,0.48,0.48,0.47,0.47,0.47,0.47,0.46,0.46,0.45,0.45,0.44,-0.05,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-1.00,-0.99,0.99,0.02,0.33,-0.27,9.80,1600
3,0.01,0.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.23,9.53,0.62,38.20,33.62,36.92,0.06,0.02,0.10,0.01,0.00,0.01,0.07,0.05,0.09,0.14,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.34,0.48,0.48,0.48,0.47,0.47,0.47,0.47,0.46,0.46,0.45,0.45,0.44,-0.03,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,-1.00,-0.98,0.98,0.05,0.46,-0.43,9.81,1600
3,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.20,9.52,0.76,35.85,35.45,34.73,0.03,0.02,0.04,0.00,0.00,0.00,0.05,0.04,0.06,0.13,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.34,0.48,0.48,0.48,0.47,0.47,0.47,0.47,0.46,0.46,0.45,0.45,0.44,-0.03,-0.04,-0.04,-0.04,-0.04,-0.04,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-0.03,-1.00,-1.00,1.00,-0.11,0.51,-0.21,9.80,1600
3,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.25,9.49,0.84,39.00,34.81,37.50,0.06,0.03,0.12,0.00,0.00,0.01,0.07,0.05,0.10,0.13,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.34,0.48,0.48,0.48,0.47,0.47,0.47,0.47,0.46,0.46,0.45,0.45,0.44,-0.01,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-1.00,-0.98,0.98,-0.08,0.45,-0.53,9.79,1600
3,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.26,9.46,0.96,33.10,34.73,35.66,0.02,0.02,0.07,0.00,0.00,0.01,0.05,0.04,0.08,0.13,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.34,0.48,0.48,0.48,0.47,0.47,0.47,0.47,0.46,0.46,0.45,0.45,0.44,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,-1.00,-1.00,1.00,-0.24,0.56,-0.48,9.78,1600
3,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.23,9.48,0.92,35.09,33.33,34.04,0.02,0.03,0.11,0.00,0.00,0.01,0.04,0.05,0.09,0.13,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.34,0.48,0.48,0.48,0.47,0.47,0.47,0.47,0.46,0.46,0.45,0.45,0.44,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,-1.00,-0.99,0.99,0.12,0.06,-0.65,9.78,1600
3,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.22,9.51,0.78,33.68,33.45,35.93,0.03,0.02,0.04,0.00,0.00,0.00,0.05,0.04,0.06,0.13,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.34,0.48,0.48,0.48,0.47,0.47,0.47,0.47,0.46,0.46,0.45,0.45,0.44,0.00,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-1.00,-1.00,1.00,-0.15,0.67,-0.29,9.79,1600
3,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.18,9.48,0.99,35.18,33.57,34.46,0.02,0.03,0.09,0.00,0.00,0.01,0.05,0.05,0.09,0.12,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.34,0.48,0.48,0.48,0.47,0.47,0.47,0.47,0.46,0.46,0.45,0.45,0.44,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,-1.00,-0.99,0.99,0.25,-0.28,-0.76,9.78,1600
3,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.21,9.47,0.99,40.43,32.83,37.06,0.07,0.03,0.17,0.01,0.00,0.01,0.08,0.05,0.12,0.13,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.34,0.48,0.48,0.48,0.47,0.47,0.47,0.47,0.46,0.46,0.45,0.45,0.44,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,-1.00,-0.97,0.98,-0.27,0.69,-0.59,9.78,1600
3,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.10,9.51,0.91,33.86,32.76,37.06,0.05,0.03,0.18,0.00,0.00,0.01,0.06,0.05,0.12,0.12,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.34,0.48,0.48,0.48,0.48,0.47,0.47,0.47,0.46,0.46,0.45,0.45,0.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.00,-0.97,0.98,-0.30,0.71,-0.61,9.78,1600
3,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.83,9.58,0.67,38.94,32.20,36.86,0.33,0.04,0.13,0.03,0.00,0.01,0.17,0.07,0.11,0.12,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.34,0.48,0.48,0.48,0.48,0.47,0.47,0.47,0.46,0.46,0.46,0.45,0.44,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.98,-0.92,0.97,0.28,0.68,0.26,9.79,1600
3,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.98,9.53,0.94,36.42,35.45,33.86,0.04,0.02,0.09,0.00,0.00,0.01,0.06,0.05,0.09,0.11,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.34,0.48,0.48,0.48,0.48,0.47,0.47,0.47,0.46,0.46,0.45,0.45,0.44,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-1.00,-0.99,0.99,0.17,-0.09,-0.66,9.78,1600
3,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.00,9.51,0.97,38.43,32.88,39.17,0.03,0.02,0.07,0.00,0.00,0.01,0.05,0.04,0.08,0.12,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.34,0.48,0.48,0.48,0.47,0.47,0.47,0.47,0.46,0.46,0.45,0.45,0.44,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.03,-1.00,-0.99,1.00,-0.22,0.48,-0.59,9.77,1600
3,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.06,9.54,0.72,35.09,36.04,35.37,0.04,0.02,0.06,0.00,0.00,0.01,0.06,0.04,0.08,0.11,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.34,0.48,0.48,0.48,0.48,0.47,0.47,0.47,0.46,0.46,0.45,0.45,0.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.00,-0.99,0.99,0.09,0.40,-0.32,9.79,1600
3,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.90,9.53,0.99,38.20,31.80,33.68,0.03,0.02,0.07,0.00,0.00,0.01,0.05,0.04,0.08,0.11,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.34,0.48,0.48,0.48,0.48,0.47,0.47,0.47,0.46,0.46,0.45,0.45,0.44,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-1.00,-0.99,1.00,-0.11,0.36,-0.48,9.77,1600
